pair_id	bsa_a_norm_surface	bsa_b_norm_surface
e9q394_q8r071	0.00907068951298269	0.0466847269960381
e9q401_p56565	0	0.130302468346336
e9q401_q6p069	0.00210842186352317	0.0420671576582199
e9q401_q9cxl1	0	0.0635431640775949
e9q414_p10749	0	0.0741947165201457
e9q414_p55065	0.00909307059099015	0.0287779580199577
e9q414_q8c7k6	0.00383714297722619	0.0134124221775577
e9q414_q9d0d3	0	0.0101861514017734
e9q4h1_p28741	0.0517219124080573	0.133138866989526
e9q4x2_p28474	0.00702691278004791	0.0179922584134819
e9q557_o88477	0.0203092895923966	0.0548555901761454
e9q557_p04202	0.00638184552164281	0.0467139766073023
e9q557_p23242	0.002462666008563	0.0557779234563277
e9q557_q01279	0.0175385392394311	0.0254389855089835
e9q557_q02257	0.0168957977019938	0.0598516019960634
e9q557_q3uij9	0.0129131417945569	0.263580605821703
e9q557_q8cib5	0.0157928236090864	0.0369361031715968
e9q557_q9cpn8	0.0154354388824481	0.0358840552357585
e9q557_q9cq73	0.0294929923438056	0.0595102885650598
e9q557_q9dbs1	0.00569072188615572	0.0184306136837526
e9q5k8_p09055	0.0198737007566988	0.0305084011910549
e9q7x6_q6s5j6	0.00658184990819476	0.0374956804229603
e9q947_p70313	0.0123285225834482	0.00808253180266832
e9q9k8_a0a0r4j1m7	0.0283454371309756	0
e9q9k8_e9qlq3	0.0250578921206096	0.0557766268583963
e9q9k8_q3uz64	0.0462530764660952	0.0842147301531265
e9q9t4_p03930	0.0113533118790774	0.191436281337047
e9q9t4_q9es90	0	0.00080066001414316
e9qa15_q7ts72	0.0191382089772979	0.0220826564135889
e9qa15_q8k4q7	0.0081709679804777	0.0114291324446838
e9qae3_o35261	0.0155239510239152	0.0933486779010824
e9qap7_q5bkp2	0.0155985401945963	0.0169438239776214
e9qaq5_a0a2r8vk23	0.0470855304566753	0.00878378129206336
e9qaq5_q9epk8	0.0209883208615987	0.0115902146957677
e9qjr0_q9es46	0.0297342350923985	0.0894996555425605
e9qk53_a0a2r8vk23	0.0319814146324029	0.0154699725262906
e9qk53_q9eps3	0.0245815075592409	0.030896643702865
e9qm92_p08226	0.0172179020244775	0.0310401895629316
e9qm92_q9quk6	0.0198738939746913	0.0120280310705843
e9qn12_p70335	0.0141881684331687	0.0116432039662956
e9qn12_p70663	0.00775226607836554	0.0118882588672689
e9qnl4_q04207	0.0241182450002364	0.0361016892269829
e9qnx9_q9qy05	0.00790235177760274	0.0619813540912382
e9qp56_q08857	0.0380054971849093	0.0106565521458325
e9qpe7_p0c6b2	0.0091834181767639	0.0462956945572705
e9qpu2_q3knm2	0.00204400890970883	0.0135778324596127
e9qpu2_q6pcp5	0.00791385367869937	0.0546571758836771
e9qpu2_q8r071	0.0136281803986406	0.0482920525804843
e9qq30_a0a0r4j003	0.0117609128781018	0.0780806558985319
f2z493_q9wvs4	0.0332588257504248	0.0256070680010549
f6qye1_e9q401	0.0854615245034407	0
f6qye1_q9d5l7	0.0163129684686571	0.0263582441066794
f6u238_o35516	0.0501922081762401	0.0138787755775159
f6u238_q01705	0.063612528030359	0.0278885427038833
f6up26_q9dbh0	0.0219786455155583	0.0104046731905717
f6van0_a0a2r8vhr8	0.0128580001292503	0.212131533511223
f6van0_a0a5h1zrl1	0.0143215746374069	0.0120963130053534
f6van0_b1avz0	0.0063290157592991	0.0136108448582774
f6van0_o35426	0.0157589298078787	0.0281419038173841
f6van0_o70456	0.0164819003480525	0.0393760250844187
f6van0_p20029	0.0164079507371881	0.0138648553997014
f6van0_p58043	0.0146700887210687	0.0183838059083209
